trip_id,year,month,season,origin_country,destination_country,travel_purpose,traveler_type,num_travelers,duration_nights
TRP0004800,2023,7,Winter (Dec-Feb),Germany,Thailand,Leisure/Tourism,Couple,1,4
TRP0004801,2024,9,Autumn (Sep-Nov),South Korea,Australia,Family Visit,Family,6,5
TRP0004802,2019,3,Spring (Mar-May),France,Italy,Adventure/Sports,Family,4,19
TRP0004803,2019,12,Winter (Dec-Feb),Russia,Malaysia,Education,Group Tour,8,100
TRP0004804,2019,6,Spring (Mar-May),Saudi Arabia,France,Family Visit,Group Tour,10,11
TRP0004805,2022,1,Autumn (Sep-Nov),UAE,Turkey,Religious/Pilgrimage,Backpacker,1,12
TRP0004806,2024,12,Summer (Jun-Aug),France,Greece,Honeymoon,Family,4,8
TRP0004807,2022,12,Summer (Jun-Aug),Netherlands,Indonesia,Education,Business Traveler,1,37
TRP0004808,2024,2,Summer (Jun-Aug),Pakistan,UAE,Leisure/Tourism,Backpacker,1,7
TRP0004809,2022,1,Autumn (Sep-Nov),Germany,Italy,Medical Tourism,Group Tour,11,13
TRP0004810,2022,7,Winter (Dec-Feb),Germany,Thailand,Leisure/Tourism,Group Tour,16,12
TRP0004811,2023,6,Winter (Dec-Feb),Italy,Malaysia,Leisure/Tourism,Family,3,8
TRP0004812,2022,4,Summer (Jun-Aug),Italy,Turkey,Leisure/Tourism,Couple,2,15
TRP0004813,2019,3,Summer (Jun-Aug),UAE,UAE,Leisure/Tourism,Family,6,14
TRP0004814,2021,12,Summer (Jun-Aug),India,Morocco,Leisure/Tourism,Couple,2,17
TRP0004815,2023,12,Autumn (Sep-Nov),China,Greece,Leisure/Tourism,Couple,2,8
TRP0004816,2022,4,Autumn (Sep-Nov),Mexico,Singapore,Adventure/Sports,Business Traveler,1,14
TRP0004817,2023,2,Winter (Dec-Feb),USA,Switzerland,Medical Tourism,Couple,1,10
TRP0004818,2022,5,Spring (Mar-May),UAE,Thailand,Honeymoon,Family,6,9
TRP0004819,2021,3,Spring (Mar-May),Pakistan,Turkey,Education,Group Tour,18,115
TRP0004820,2023,12,Spring (Mar-May),USA,Italy,Cultural Exchange,Group Tour,28,14
TRP0004821,2024,11,Autumn (Sep-Nov),Brazil,UAE,Leisure/Tourism,Family,4,14
TRP0004822,2023,12,Summer (Jun-Aug),Netherlands,UK,Business,Couple,2,3
TRP0004823,2020,7,Winter (Dec-Feb),Germany,UK,Adventure/Sports,Couple,2,15
TRP0004824,2020,7,Winter (Dec-Feb),Japan,Spain,Business,Family,6,4
TRP0004825,2020,6,Winter (Dec-Feb),Netherlands,Greece,Business,Group Tour,19,3
TRP0004826,2022,9,Spring (Mar-May),Canada,Indonesia,Leisure/Tourism,Backpacker,2,16
TRP0004827,2023,5,Summer (Jun-Aug),UAE,France,Business,Family,5,5
TRP0004828,2024,4,Autumn (Sep-Nov),South Korea,Morocco,Education,Solo,1,86
TRP0004829,2022,8,Summer (Jun-Aug),Turkey,Turkey,Business,Solo,1,3
TRP0004830,2022,11,Winter (Dec-Feb),France,UAE,Leisure/Tourism,Solo,1,19
TRP0004831,2022,5,Winter (Dec-Feb),Saudi Arabia,Spain,Medical Tourism,Business Traveler,1,7
TRP0004832,2019,11,Summer (Jun-Aug),Russia,Thailand,Leisure/Tourism,Family,5,17
TRP0004833,2024,12,Spring (Mar-May),Canada,Maldives,Family Visit,Solo,1,7
TRP0004834,2024,3,Spring (Mar-May),USA,Maldives,Leisure/Tourism,Backpacker,1,12
TRP0004835,2023,9,Autumn (Sep-Nov),UAE,USA,Leisure/Tourism,Group Tour,15,5
TRP0004836,2023,2,Winter (Dec-Feb),USA,New Zealand,Leisure/Tourism,Business Traveler,1,20
TRP0004837,2019,4,Winter (Dec-Feb),Mexico,Malaysia,Leisure/Tourism,Family,3,5
TRP0004838,2024,1,Autumn (Sep-Nov),South Korea,Canada,Medical Tourism,Group Tour,17,23
TRP0004839,2021,4,Summer (Jun-Aug),Saudi Arabia,Canada,Adventure/Sports,Solo,1,17
TRP0004840,2019,3,Spring (Mar-May),India,USA,Business,Business Traveler,1,6
TRP0004841,2024,4,Winter (Dec-Feb),Italy,Spain,Leisure/Tourism,Business Traveler,1,19
TRP0004842,2021,11,Summer (Jun-Aug),South Korea,UAE,Medical Tourism,Family,5,13
TRP0004843,2024,10,Autumn (Sep-Nov),USA,Thailand,Business,Solo,1,3
TRP0004844,2023,4,Autumn (Sep-Nov),Canada,Egypt,Family Visit,Business Traveler,1,18
TRP0004845,2021,1,Summer (Jun-Aug),Spain,Indonesia,Leisure/Tourism,Solo,1,4
TRP0004846,2019,10,Winter (Dec-Feb),South Korea,Malaysia,Leisure/Tourism,Group Tour,20,18
TRP0004847,2024,9,Spring (Mar-May),Mexico,UK,Business,Couple,2,5
TRP0004848,2023,4,Winter (Dec-Feb),China,Italy,Family Visit,Backpacker,2,8
TRP0004849,2024,6,Winter (Dec-Feb),Japan,Spain,Honeymoon,Business Traveler,1,17
TRP0004850,2019,7,Summer (Jun-Aug),UK,Canada,Leisure/Tourism,Couple,2,13
TRP0004851,2019,8,Summer (Jun-Aug),India,Italy,Business,Family,5,6
TRP0004852,2023,1,Winter (Dec-Feb),Spain,Canada,Religious/Pilgrimage,Solo,1,9
TRP0004853,2021,8,Winter (Dec-Feb),Mexico,Australia,Business,Couple,2,2
TRP0004854,2023,7,Spring (Mar-May),Mexico,France,Business,Family,6,6
TRP0004855,2023,10,Spring (Mar-May),Australia,New Zealand,Business,Couple,2,2
TRP0004856,2020,4,Summer (Jun-Aug),South Korea,Egypt,Leisure/Tourism,Family,4,16
TRP0004857,2021,2,Winter (Dec-Feb),China,Switzerland,Business,Family,5,6
TRP0004858,2024,2,Autumn (Sep-Nov),Australia,New Zealand,Religious/Pilgrimage,Business Traveler,1,12
TRP0004859,2022,8,Winter (Dec-Feb),Germany,Indonesia,Business,Business Traveler,1,2
TRP0004860,2022,1,Summer (Jun-Aug),Saudi Arabia,USA,Honeymoon,Solo,1,15
TRP0004861,2024,6,Winter (Dec-Feb),China,New Zealand,Religious/Pilgrimage,Backpacker,2,12
TRP0004862,2021,7,Autumn (Sep-Nov),Mexico,Malaysia,Education,Solo,1,166
TRP0004863,2022,8,Autumn (Sep-Nov),UAE,Morocco,Education,Family,3,32
TRP0004864,2023,4,Winter (Dec-Feb),China,Japan,Education,Family,4,77
TRP0004865,2024,3,Winter (Dec-Feb),Brazil,Canada,Family Visit,Solo,1,9
TRP0004866,2024,5,Spring (Mar-May),Mexico,Greece,Religious/Pilgrimage,Solo,1,12
TRP0004867,2021,12,Summer (Jun-Aug),Japan,Malaysia,Cultural Exchange,Couple,2,20
TRP0004868,2023,6,Autumn (Sep-Nov),Turkey,UK,Leisure/Tourism,Backpacker,1,13
TRP0004869,2022,1,Summer (Jun-Aug),Japan,UK,Digital Nomad,Couple,1,16
TRP0004870,2023,5,Spring (Mar-May),Netherlands,UAE,Adventure/Sports,Solo,1,19
TRP0004871,2021,9,Autumn (Sep-Nov),Japan,Malaysia,Business,Family,3,4
TRP0004872,2022,4,Autumn (Sep-Nov),India,USA,Medical Tourism,Family,6,10
TRP0004873,2019,7,Autumn (Sep-Nov),India,Indonesia,Leisure/Tourism,Group Tour,15,4
TRP0004874,2023,8,Summer (Jun-Aug),Netherlands,Turkey,Religious/Pilgrimage,Backpacker,2,16
TRP0004875,2020,4,Spring (Mar-May),USA,France,Cultural Exchange,Business Traveler,1,19
TRP0004876,2024,7,Spring (Mar-May),Italy,Italy,Family Visit,Couple,2,20
TRP0004877,2023,5,Spring (Mar-May),China,Japan,Cultural Exchange,Business Traveler,1,17
TRP0004878,2024,9,Autumn (Sep-Nov),Netherlands,Switzerland,Leisure/Tourism,Couple,1,12
TRP0004879,2021,12,Spring (Mar-May),Mexico,Australia,Family Visit,Couple,1,4
TRP0004880,2024,6,Spring (Mar-May),India,Egypt,Leisure/Tourism,Couple,1,8
TRP0004881,2024,9,Spring (Mar-May),UAE,Turkey,Family Visit,Solo,1,3
TRP0004882,2021,7,Summer (Jun-Aug),UAE,Indonesia,Leisure/Tourism,Solo,1,4
TRP0004883,2020,8,Summer (Jun-Aug),Canada,Egypt,Education,Group Tour,9,45
TRP0004884,2024,3,Summer (Jun-Aug),Turkey,Egypt,Religious/Pilgrimage,Solo,1,7
TRP0004885,2019,10,Winter (Dec-Feb),Russia,Thailand,Leisure/Tourism,Couple,1,6
TRP0004886,2020,12,Summer (Jun-Aug),Japan,Thailand,Digital Nomad,Family,3,83
TRP0004887,2024,3,Winter (Dec-Feb),Italy,UK,Family Visit,Solo,1,19
TRP0004888,2021,1,Autumn (Sep-Nov),France,UK,Education,Family,5,144
TRP0004889,2023,12,Summer (Jun-Aug),Saudi Arabia,Australia,Leisure/Tourism,Couple,2,5
TRP0004890,2023,4,Winter (Dec-Feb),France,Spain,Adventure/Sports,Business Traveler,1,17
TRP0004891,2022,9,Autumn (Sep-Nov),Russia,Australia,Religious/Pilgrimage,Solo,1,14
TRP0004892,2021,4,Spring (Mar-May),France,Indonesia,Leisure/Tourism,Solo,1,10
TRP0004893,2022,6,Autumn (Sep-Nov),Russia,Italy,Leisure/Tourism,Solo,1,20
TRP0004894,2022,6,Winter (Dec-Feb),Spain,Thailand,Leisure/Tourism,Family,4,10
TRP0004895,2021,10,Winter (Dec-Feb),Italy,UAE,Business,Solo,1,2
TRP0004896,2022,1,Winter (Dec-Feb),Germany,Australia,Honeymoon,Couple,2,20
TRP0004897,2023,11,Autumn (Sep-Nov),Turkey,Switzerland,Leisure/Tourism,Couple,1,15
TRP0004898,2019,9,Summer (Jun-Aug),Brazil,Thailand,Business,Solo,1,4
TRP0004899,2023,4,Summer (Jun-Aug),India,UAE,Medical Tourism,Solo,1,10
TRP0004900,2023,12,Winter (Dec-Feb),Turkey,France,Digital Nomad,Family,4,50
TRP0004901,2023,2,Spring (Mar-May),Pakistan,Canada,Business,Couple,2,2
TRP0004902,2021,3,Spring (Mar-May),Mexico,Singapore,Education,Family,3,169
TRP0004903,2022,9,Winter (Dec-Feb),Mexico,Maldives,Family Visit,Couple,2,6
TRP0004904,2023,1,Winter (Dec-Feb),Germany,Indonesia,Medical Tourism,Business Traveler,1,24
TRP0004905,2024,11,Summer (Jun-Aug),Italy,Spain,Business,Couple,1,2
TRP0004906,2024,12,Spring (Mar-May),Spain,Thailand,Leisure/Tourism,Couple,1,7
TRP0004907,2019,4,Summer (Jun-Aug),Saudi Arabia,Canada,Cultural Exchange,Business Traveler,1,6
TRP0004908,2023,8,Autumn (Sep-Nov),Brazil,Morocco,Digital Nomad,Business Traveler,1,49
TRP0004909,2019,1,Summer (Jun-Aug),India,UK,Adventure/Sports,Solo,1,7
TRP0004910,2024,5,Autumn (Sep-Nov),Mexico,France,Leisure/Tourism,Family,4,3
TRP0004911,2020,8,Summer (Jun-Aug),Canada,UAE,Leisure/Tourism,Solo,1,19
TRP0004912,2023,6,Summer (Jun-Aug),Canada,Thailand,Leisure/Tourism,Backpacker,1,14
TRP0004913,2020,4,Autumn (Sep-Nov),Australia,Switzerland,Business,Family,5,5
TRP0004914,2022,2,Autumn (Sep-Nov),Japan,New Zealand,Digital Nomad,Couple,1,54
TRP0004915,2022,8,Autumn (Sep-Nov),UK,Egypt,Religious/Pilgrimage,Couple,1,18
TRP0004916,2019,5,Winter (Dec-Feb),Russia,Thailand,Family Visit,Solo,1,13
TRP0004917,2019,3,Autumn (Sep-Nov),Russia,Japan,Family Visit,Solo,1,9
TRP0004918,2019,5,Summer (Jun-Aug),Germany,Australia,Leisure/Tourism,Group Tour,10,10
TRP0004919,2022,9,Summer (Jun-Aug),Netherlands,Spain,Leisure/Tourism,Family,6,13
TRP0004920,2021,11,Autumn (Sep-Nov),Spain,Japan,Family Visit,Family,5,6
TRP0004921,2019,10,Spring (Mar-May),Canada,Australia,Religious/Pilgrimage,Family,5,11
TRP0004922,2024,11,Winter (Dec-Feb),UAE,Australia,Adventure/Sports,Backpacker,2,18
TRP0004923,2024,8,Autumn (Sep-Nov),Brazil,New Zealand,Religious/Pilgrimage,Backpacker,2,14
TRP0004924,2019,4,Spring (Mar-May),UK,Australia,Religious/Pilgrimage,Backpacker,1,19
TRP0004925,2022,2,Winter (Dec-Feb),Russia,Thailand,Leisure/Tourism,Couple,1,5
TRP0004926,2019,12,Spring (Mar-May),Mexico,Greece,Education,Group Tour,13,144
TRP0004927,2019,6,Summer (Jun-Aug),USA,Singapore,Education,Group Tour,22,159
TRP0004928,2024,5,Autumn (Sep-Nov),Spain,Australia,Leisure/Tourism,Business Traveler,1,12
TRP0004929,2022,10,Spring (Mar-May),Canada,Morocco,Business,Couple,1,4
TRP0004930,2024,7,Summer (Jun-Aug),Canada,Japan,Religious/Pilgrimage,Solo,1,9
TRP0004931,2022,2,Autumn (Sep-Nov),Spain,Indonesia,Leisure/Tourism,Couple,1,19
TRP0004932,2022,9,Summer (Jun-Aug),South Korea,Singapore,Cultural Exchange,Group Tour,8,3
TRP0004933,2019,5,Summer (Jun-Aug),USA,Maldives,Business,Solo,1,5
TRP0004934,2023,6,Winter (Dec-Feb),Mexico,Morocco,Honeymoon,Solo,1,8
TRP0004935,2024,1,Autumn (Sep-Nov),UAE,Singapore,Adventure/Sports,Group Tour,16,4
TRP0004936,2019,12,Winter (Dec-Feb),Saudi Arabia,USA,Business,Group Tour,24,6
TRP0004937,2021,12,Spring (Mar-May),China,USA,Business,Family,6,3
TRP0004938,2022,7,Summer (Jun-Aug),China,Egypt,Leisure/Tourism,Backpacker,1,12
TRP0004939,2023,2,Winter (Dec-Feb),India,Turkey,Leisure/Tourism,Backpacker,2,12
TRP0004940,2023,7,Autumn (Sep-Nov),UK,Canada,Honeymoon,Group Tour,13,12
TRP0004941,2023,9,Autumn (Sep-Nov),India,Italy,Honeymoon,Group Tour,22,18
TRP0004942,2022,4,Summer (Jun-Aug),Brazil,Indonesia,Business,Family,6,2
TRP0004943,2024,12,Spring (Mar-May),Saudi Arabia,Australia,Religious/Pilgrimage,Couple,1,16
TRP0004944,2019,5,Autumn (Sep-Nov),Canada,USA,Adventure/Sports,Family,6,19
TRP0004945,2023,11,Winter (Dec-Feb),Japan,France,Leisure/Tourism,Solo,1,3
TRP0004946,2021,1,Winter (Dec-Feb),Japan,Australia,Business,Business Traveler,1,2
TRP0004947,2023,7,Spring (Mar-May),China,Italy,Religious/Pilgrimage,Group Tour,23,9
TRP0004948,2022,5,Autumn (Sep-Nov),USA,Morocco,Digital Nomad,Family,5,53
TRP0004949,2024,2,Autumn (Sep-Nov),India,Switzerland,Cultural Exchange,Family,4,5
TRP0004950,2019,7,Winter (Dec-Feb),Brazil,Spain,Leisure/Tourism,Solo,1,18
TRP0004951,2024,9,Autumn (Sep-Nov),India,Italy,Religious/Pilgrimage,Backpacker,2,18
TRP0004952,2022,2,Summer (Jun-Aug),Pakistan,Thailand,Business,Solo,1,6
TRP0004953,2024,11,Winter (Dec-Feb),Turkey,Canada,Family Visit,Solo,1,8
TRP0004954,2021,5,Summer (Jun-Aug),Turkey,New Zealand,Business,Family,3,4
TRP0004955,2023,2,Spring (Mar-May),Spain,USA,Business,Family,5,2
TRP0004956,2024,9,Autumn (Sep-Nov),Italy,Indonesia,Education,Family,6,154
TRP0004957,2021,4,Autumn (Sep-Nov),India,Indonesia,Business,Business Traveler,1,3
TRP0004958,2023,7,Spring (Mar-May),UK,Japan,Leisure/Tourism,Family,3,5
TRP0004959,2023,1,Winter (Dec-Feb),UK,France,Business,Solo,1,5
TRP0004960,2023,10,Spring (Mar-May),UK,USA,Digital Nomad,Family,5,82
TRP0004961,2024,11,Summer (Jun-Aug),Netherlands,Indonesia,Family Visit,Couple,1,18
TRP0004962,2020,6,Winter (Dec-Feb),USA,Japan,Leisure/Tourism,Couple,2,5
TRP0004963,2023,9,Summer (Jun-Aug),Canada,Italy,Religious/Pilgrimage,Group Tour,25,17
TRP0004964,2024,6,Summer (Jun-Aug),Spain,New Zealand,Religious/Pilgrimage,Couple,1,8
TRP0004965,2023,9,Autumn (Sep-Nov),France,Turkey,Leisure/Tourism,Business Traveler,1,11
TRP0004966,2020,5,Winter (Dec-Feb),Mexico,New Zealand,Education,Business Traveler,1,51
TRP0004967,2021,5,Autumn (Sep-Nov),Saudi Arabia,Canada,Leisure/Tourism,Business Traveler,1,3
TRP0004968,2023,11,Autumn (Sep-Nov),France,Italy,Business,Family,5,4
TRP0004969,2024,5,Autumn (Sep-Nov),Netherlands,Canada,Medical Tourism,Couple,2,28
TRP0004970,2019,6,Autumn (Sep-Nov),Turkey,New Zealand,Leisure/Tourism,Couple,1,17
TRP0004971,2022,5,Spring (Mar-May),China,Singapore,Business,Family,4,2
TRP0004972,2024,9,Autumn (Sep-Nov),Italy,Switzerland,Honeymoon,Couple,1,7
TRP0004973,2022,4,Autumn (Sep-Nov),Russia,Indonesia,Religious/Pilgrimage,Group Tour,11,11
TRP0004974,2024,5,Spring (Mar-May),Japan,Italy,Education,Family,4,132
TRP0004975,2020,10,Summer (Jun-Aug),Spain,Greece,Business,Family,4,6
TRP0004976,2019,9,Autumn (Sep-Nov),South Korea,France,Leisure/Tourism,Family,3,8
TRP0004977,2024,3,Spring (Mar-May),Turkey,Switzerland,Honeymoon,Solo,1,12
TRP0004978,2022,1,Autumn (Sep-Nov),Mexico,Singapore,Adventure/Sports,Couple,2,15
TRP0004979,2024,9,Spring (Mar-May),Germany,Thailand,Business,Solo,1,5
TRP0004980,2024,4,Winter (Dec-Feb),Turkey,Japan,Business,Couple,1,2
TRP0004981,2024,3,Winter (Dec-Feb),Pakistan,Malaysia,Family Visit,Business Traveler,1,15
TRP0004982,2022,8,Winter (Dec-Feb),China,Maldives,Medical Tourism,Solo,1,15
TRP0004983,2019,10,Spring (Mar-May),Mexico,Greece,Business,Family,5,3
TRP0004984,2019,8,Autumn (Sep-Nov),Russia,Japan,Business,Solo,1,5
TRP0004985,2021,7,Spring (Mar-May),China,Switzerland,Leisure/Tourism,Backpacker,1,20
TRP0004986,2023,3,Winter (Dec-Feb),Russia,Morocco,Honeymoon,Couple,2,7
TRP0004987,2019,4,Spring (Mar-May),Saudi Arabia,Australia,Honeymoon,Group Tour,19,12
TRP0004988,2020,8,Spring (Mar-May),Canada,Greece,Religious/Pilgrimage,Family,3,11
TRP0004989,2024,5,Winter (Dec-Feb),Japan,UK,Leisure/Tourism,Solo,1,9
TRP0004990,2019,9,Spring (Mar-May),South Korea,Maldives,Business,Solo,1,4
TRP0004991,2024,1,Autumn (Sep-Nov),Australia,Morocco,Leisure/Tourism,Backpacker,1,16
TRP0004992,2024,3,Winter (Dec-Feb),Mexico,Switzerland,Adventure/Sports,Family,5,4
TRP0004993,2023,7,Spring (Mar-May),Netherlands,Thailand,Honeymoon,Business Traveler,1,18
TRP0004994,2022,8,Autumn (Sep-Nov),Mexico,Malaysia,Leisure/Tourism,Business Traveler,1,13
TRP0004995,2019,1,Summer (Jun-Aug),South Korea,Switzerland,Medical Tourism,Solo,1,22
TRP0004996,2022,12,Spring (Mar-May),Canada,USA,Medical Tourism,Backpacker,1,28
TRP0004997,2020,3,Autumn (Sep-Nov),Spain,UAE,Leisure/Tourism,Business Traveler,1,3
TRP0004998,2019,2,Winter (Dec-Feb),Russia,Turkey,Family Visit,Solo,1,20
TRP0004999,2023,11,Autumn (Sep-Nov),France,New Zealand,Religious/Pilgrimage,Couple,1,17
TRP0005000,2019,7,Spring (Mar-May),Netherlands,Turkey,Leisure/Tourism,Group Tour,12,9
TRP0005001,2022,6,Spring (Mar-May),USA,Greece,Leisure/Tourism,Family,5,3
TRP0005002,2022,11,Winter (Dec-Feb),USA,Morocco,Leisure/Tourism,Solo,1,17
TRP0005003,2020,4,Winter (Dec-Feb),Spain,Australia,Leisure/Tourism,Solo,1,14
TRP0005004,2022,4,Spring (Mar-May),UK,UK,Business,Family,6,5
TRP0005005,2024,12,Winter (Dec-Feb),China,Egypt,Medical Tourism,Group Tour,11,20
TRP0005006,2019,12,Autumn (Sep-Nov),Brazil,USA,Family Visit,Couple,1,16
TRP0005007,2024,3,Winter (Dec-Feb),Italy,Japan,Business,Couple,2,3
TRP0005008,2020,12,Spring (Mar-May),Italy,Greece,Leisure/Tourism,Group Tour,29,5
TRP0005009,2022,5,Winter (Dec-Feb),Spain,Egypt,Family Visit,Couple,2,10
TRP0005010,2023,1,Winter (Dec-Feb),UAE,Australia,Business,Family,3,4
TRP0005011,2021,7,Spring (Mar-May),Pakistan,Indonesia,Leisure/Tourism,Backpacker,1,6
TRP0005012,2023,9,Spring (Mar-May),France,New Zealand,Adventure/Sports,Business Traveler,1,7
TRP0005013,2024,1,Spring (Mar-May),China,Egypt,Medical Tourism,Backpacker,2,12
TRP0005014,2022,7,Autumn (Sep-Nov),Australia,Spain,Leisure/Tourism,Family,4,10
TRP0005015,2019,9,Spring (Mar-May),USA,Morocco,Adventure/Sports,Couple,1,7
TRP0005016,2019,9,Winter (Dec-Feb),Germany,Malaysia,Business,Solo,1,4
TRP0005017,2021,5,Winter (Dec-Feb),Saudi Arabia,France,Medical Tourism,Group Tour,16,12
TRP0005018,2024,1,Winter (Dec-Feb),Saudi Arabia,Singapore,Leisure/Tourism,Business Traveler,1,3
TRP0005019,2023,12,Autumn (Sep-Nov),South Korea,Greece,Leisure/Tourism,Couple,2,15
TRP0005020,2024,10,Summer (Jun-Aug),Germany,Spain,Leisure/Tourism,Business Traveler,1,6
TRP0005021,2020,10,Spring (Mar-May),Netherlands,Morocco,Honeymoon,Family,5,7
TRP0005022,2024,2,Autumn (Sep-Nov),India,Japan,Family Visit,Solo,1,18
TRP0005023,2023,10,Winter (Dec-Feb),Saudi Arabia,UAE,Leisure/Tourism,Solo,1,9
TRP0005024,2021,4,Spring (Mar-May),Germany,Turkey,Leisure/Tourism,Family,3,9
TRP0005025,2023,8,Autumn (Sep-Nov),France,Spain,Leisure/Tourism,Business Traveler,1,5
TRP0005026,2022,9,Autumn (Sep-Nov),Italy,Greece,Leisure/Tourism,Family,6,4
TRP0005027,2023,12,Autumn (Sep-Nov),Canada,Singapore,Education,Couple,1,166
TRP0005028,2019,2,Summer (Jun-Aug),France,New Zealand,Medical Tourism,Solo,1,7
TRP0005029,2022,5,Winter (Dec-Feb),Russia,New Zealand,Family Visit,Backpacker,2,10
TRP0005030,2022,12,Winter (Dec-Feb),UAE,Indonesia,Family Visit,Family,4,14
TRP0005031,2023,4,Spring (Mar-May),China,Italy,Religious/Pilgrimage,Backpacker,1,12
TRP0005032,2024,8,Autumn (Sep-Nov),China,Spain,Honeymoon,Family,6,8
TRP0005033,2022,5,Winter (Dec-Feb),Brazil,Thailand,Business,Family,6,3
TRP0005034,2021,7,Summer (Jun-Aug),UAE,Singapore,Adventure/Sports,Couple,2,7
TRP0005035,2024,6,Summer (Jun-Aug),Turkey,Turkey,Leisure/Tourism,Backpacker,1,9
TRP0005036,2021,5,Autumn (Sep-Nov),Russia,New Zealand,Business,Business Traveler,1,2
TRP0005037,2019,2,Winter (Dec-Feb),Turkey,Malaysia,Adventure/Sports,Family,5,7
TRP0005038,2019,9,Autumn (Sep-Nov),Mexico,Egypt,Business,Backpacker,1,2
TRP0005039,2024,5,Summer (Jun-Aug),Germany,New Zealand,Adventure/Sports,Family,3,3
TRP0005040,2023,12,Spring (Mar-May),Spain,Malaysia,Cultural Exchange,Family,4,3
TRP0005041,2022,1,Winter (Dec-Feb),China,Turkey,Business,Couple,2,2
TRP0005042,2022,2,Winter (Dec-Feb),Japan,Canada,Business,Group Tour,9,3
TRP0005043,2023,5,Spring (Mar-May),France,UK,Leisure/Tourism,Couple,2,19
TRP0005044,2023,1,Spring (Mar-May),Australia,Spain,Business,Solo,1,3
TRP0005045,2023,5,Winter (Dec-Feb),China,Egypt,Business,Couple,1,2
TRP0005046,2019,5,Summer (Jun-Aug),Canada,New Zealand,Business,Couple,2,5
TRP0005047,2020,12,Autumn (Sep-Nov),Saudi Arabia,UAE,Leisure/Tourism,Couple,1,18
TRP0005048,2023,10,Winter (Dec-Feb),Pakistan,USA,Business,Solo,1,5
TRP0005049,2023,4,Autumn (Sep-Nov),Australia,Turkey,Cultural Exchange,Couple,2,7
TRP0005050,2022,3,Autumn (Sep-Nov),South Korea,Thailand,Business,Solo,1,2
TRP0005051,2024,7,Spring (Mar-May),Spain,UAE,Education,Solo,1,115
TRP0005052,2023,6,Summer (Jun-Aug),Russia,Indonesia,Leisure/Tourism,Family,5,15
TRP0005053,2023,4,Summer (Jun-Aug),Italy,Morocco,Business,Business Traveler,1,3
TRP0005054,2023,4,Spring (Mar-May),China,Italy,Education,Couple,2,173
TRP0005055,2019,7,Spring (Mar-May),Italy,Australia,Medical Tourism,Couple,2,10
TRP0005056,2023,1,Summer (Jun-Aug),Japan,Spain,Medical Tourism,Family,5,12
TRP0005057,2019,12,Spring (Mar-May),Pakistan,Greece,Family Visit,Group Tour,9,19
TRP0005058,2023,11,Autumn (Sep-Nov),Saudi Arabia,Italy,Education,Family,6,60
TRP0005059,2021,9,Winter (Dec-Feb),Germany,Indonesia,Business,Family,3,2
TRP0005060,2021,3,Autumn (Sep-Nov),Netherlands,Turkey,Cultural Exchange,Business Traveler,1,8
TRP0005061,2024,3,Winter (Dec-Feb),India,USA,Business,Couple,1,2
TRP0005062,2024,6,Summer (Jun-Aug),South Korea,Malaysia,Adventure/Sports,Couple,1,6
TRP0005063,2024,3,Spring (Mar-May),Germany,Turkey,Business,Family,4,4
TRP0005064,2021,7,Autumn (Sep-Nov),Netherlands,Maldives,Family Visit,Couple,1,20
TRP0005065,2024,8,Winter (Dec-Feb),Germany,New Zealand,Leisure/Tourism,Family,3,19
TRP0005066,2019,9,Autumn (Sep-Nov),Brazil,Italy,Adventure/Sports,Backpacker,1,6
TRP0005067,2019,4,Winter (Dec-Feb),Netherlands,Morocco,Honeymoon,Solo,1,14
TRP0005068,2023,12,Summer (Jun-Aug),Italy,Egypt,Adventure/Sports,Couple,2,6
TRP0005069,2024,7,Autumn (Sep-Nov),Germany,Thailand,Leisure/Tourism,Solo,1,15
TRP0005070,2023,4,Winter (Dec-Feb),Mexico,Turkey,Education,Couple,1,148
TRP0005071,2024,9,Spring (Mar-May),China,New Zealand,Business,Couple,2,2
TRP0005072,2020,6,Autumn (Sep-Nov),Netherlands,Maldives,Leisure/Tourism,Solo,1,6
TRP0005073,2023,10,Winter (Dec-Feb),USA,Australia,Leisure/Tourism,Family,4,12
TRP0005074,2024,1,Autumn (Sep-Nov),Canada,Japan,Business,Backpacker,2,6
TRP0005075,2023,5,Winter (Dec-Feb),Germany,Italy,Leisure/Tourism,Group Tour,10,18
TRP0005076,2024,12,Winter (Dec-Feb),China,New Zealand,Family Visit,Family,3,12
TRP0005077,2024,9,Summer (Jun-Aug),Australia,Thailand,Religious/Pilgrimage,Couple,2,11
TRP0005078,2019,9,Autumn (Sep-Nov),Japan,New Zealand,Leisure/Tourism,Backpacker,1,3
TRP0005079,2022,3,Autumn (Sep-Nov),UK,Turkey,Adventure/Sports,Family,3,18
TRP0005080,2022,9,Summer (Jun-Aug),Saudi Arabia,UAE,Religious/Pilgrimage,Solo,1,10
TRP0005081,2023,3,Summer (Jun-Aug),Saudi Arabia,UK,Religious/Pilgrimage,Family,5,7
TRP0005082,2021,7,Winter (Dec-Feb),France,Spain,Leisure/Tourism,Couple,1,3
TRP0005083,2022,11,Winter (Dec-Feb),UK,New Zealand,Business,Business Traveler,1,2
TRP0005084,2024,12,Summer (Jun-Aug),China,Switzerland,Leisure/Tourism,Family,4,10
TRP0005085,2019,11,Autumn (Sep-Nov),France,Italy,Religious/Pilgrimage,Couple,2,12
TRP0005086,2019,10,Spring (Mar-May),Pakistan,UAE,Leisure/Tourism,Family,6,17
